Taxon_Lineage_with_Names	sample_590	sample_258	sample_1287	sample_951	sample_973	sample_1422	sample_1541	sample_555	sample_1568	sample_1742	sample_1397	sample_307	sample_431	sample_1165	sample_1729	sample_404	sample_670	sample_466	sample_279	sample_1077	sample_380	sample_1087	sample_430	sample_780	sample_1489	sample_479	sample_530	sample_904	sample_918	sample_886	sample_759	sample_666	sample_606	sample_1107	sample_779	sample_668	sample_547	sample_748	sample_1017	sample_1758	sample_966	sample_1120	sample_1632	sample_220	sample_998	sample_456	sample_1264	sample_1194	sample_1124	sample_1778	sample_1725	sample_734	sample_190	sample_305	sample_1716	sample_1348	sample_1113	sample_376	sample_902	sample_1442	sample_1333	sample_154	sample_1069	sample_121	sample_1344	sample_1564	sample_1006	sample_509	sample_424	sample_1373	sample_1647	sample_516	sample_134	sample_1479	sample_1244	sample_950	sample_333	sample_1023	sample_541	sample_1464	sample_1675	sample_1337	sample_359	sample_1169	sample_725	sample_450	sample_159	sample_1575	sample_126	sample_407	sample_1795	sample_1001	sample_1653	sample_1513	sample_870	sample_974	sample_104	sample_955	sample_1141	sample_1643	sample_1170	sample_710	sample_236	sample_804	sample_1515	sample_238	sample_433	sample_690	sample_16	sample_1261	sample_1472	sample_292	sample_257	sample_1412	sample_1045	sample_550	sample_1097	sample_831	sample_1295	sample_566	sample_1790	sample_1327	sample_1351	sample_1592	sample_869	sample_1102	sample_191	sample_1733	sample_1660	sample_854	sample_876	sample_1284	sample_929	sample_843	sample_1316	sample_277	sample_986	sample_1222	sample_621	sample_1367	sample_1690	sample_512	sample_1658	sample_75	sample_1366	sample_371	sample_96	sample_283	sample_1529	sample_1046	sample_336	sample_836	sample_1777	sample_1487	sample_250	sample_977	sample_683	sample_195	sample_1004	sample_148	sample_948	sample_161	sample_1656	sample_1382	sample_1401	sample_1629	sample_808	sample_485	sample_700	sample_293	sample_722	sample_397	sample_1145	sample_31	sample_1596	sample_1527	sample_449	sample_1521	sample_326	sample_469	sample_711	sample_383	sample_856	sample_733	sample_1137	sample_1217	sample_1019	sample_1241	sample_1574	sample_435	sample_642	sample_1029	sample_1451	sample_746	sample_1549	sample_705	sample_900	sample_1788	sample_1793	sample_1416	sample_620	sample_1468	sample_1652	sample_853	sample_52	sample_153	sample_1607	sample_169	sample_1699	sample_205	sample_462	sample_702	sample_695	sample_1021	sample_1356	sample_709	sample_413	sample_410	sample_731	sample_63	sample_230	sample_445	sample_954	sample_59	sample_322	sample_1431	sample_32	sample_596	sample_338	sample_830	sample_1084	sample_197	sample_1352	sample_1000	sample_60	sample_803	sample_392	sample_1581	sample_1350	sample_969	sample_662	sample_1175	sample_1506	sample_370	sample_822	sample_878	sample_1622	sample_1048	sample_45	sample_1231	sample_77	sample_714	sample_1707	sample_1258	sample_1478	sample_1753	sample_1613	sample_1390	sample_526	sample_81	sample_108	sample_1496	sample_749	sample_1247	sample_1602	sample_313	sample_892	sample_1153	sample_1079	sample_1589	sample_981	sample_490	sample_1198	sample_1517	sample_411	sample_156	sample_38	sample_901	sample_26	sample_693	sample_321	sample_434	sample_946	sample_766	sample_1395	sample_657	sample_1595	sample_858	sample_628	sample_882	sample_532	sample_1121	sample_1620	sample_483	sample_898	sample_1495	sample_1334	sample_791	sample_1038	sample_499	sample_524	sample_1444	sample_940	sample_1052	sample_64	sample_617	sample_741	sample_956	sample_1425	sample_580	sample_1510	sample_181	sample_625	sample_1063	sample_537	sample_1354	sample_165	sample_1183	sample_1756	sample_669	sample_360	sample_1309	sample_429	sample_1394	sample_178	sample_249	sample_777	sample_412	sample_599	sample_378	sample_585	sample_1579	sample_1533	sample_713	sample_1176	sample_608	sample_1570	sample_1615	sample_1427	sample_971	sample_389	sample_610	sample_1047	sample_1071	sample_216	sample_1389	sample_298	sample_1609	sample_540	sample_1291	sample_1151	sample_316	sample_634	sample_1519	sample_120	sample_859	sample_698	sample_348	sample_1420	sample_1739	sample_1763	sample_1191	sample_919	sample_315	sample_19	sample_71	sample_1127	sample_1376	sample_682	sample_1039	sample_1304	sample_1033	sample_100	sample_35	sample_906	sample_991	sample_363	sample_960	sample_857	sample_240	sample_531	sample_1271	sample_1224	sample_458	sample_538	sample_1086	sample_739	sample_911	sample_443	sample_825	sample_1635	sample_938	sample_13	sample_1634	sample_1779	sample_539	sample_603	sample_1626	sample_1713	sample_1177	sample_1187	sample_1061	sample_1680	sample_798	sample_367	sample_1375	sample_523	sample_781	sample_915	sample_868	sample_1509	sample_782	sample_1347	sample_432	sample_112	sample_149	sample_1705	sample_1476	sample_1370	sample_1010	sample_832	sample_218	sample_1605	sample_237	sample_744	sample_480	sample_1490	sample_545	sample_1181	sample_372	sample_1228	sample_18	sample_146	sample_1563	sample_184	sample_1573	sample_1636	sample_1274	sample_1015	sample_1134	sample_894	sample_266	sample_132	sample_861	sample_1516	sample_84	sample_1125	sample_792	sample_1253	sample_1365	sample_428	sample_8	sample_1473	sample_1450	sample_1600	sample_721	sample_486	sample_522	sample_1189	sample_1603	sample_361	sample_301	sample_70	sample_1140	sample_1437	sample_225	sample_1542	sample_1522	sample_1769	sample_922	sample_232	sample_959	sample_632	sample_1031	sample_33	sample_1762	sample_248	sample_79	sample_1260	sample_141	sample_797	sample_286	sample_992	sample_507	sample_88	sample_273	sample_1062	sample_564	sample_712	sample_182	sample_1611	sample_275	sample_1095	sample_644	sample_133	sample_927	sample_810	sample_1393	sample_1301	sample_1093
Species_41	0.14621674190269504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13733103126212315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056837238116763465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06342431209945319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09912388820277646	0.0	0.14008161124152857	0.0	0.0	0.0	0.0	0.05078737436639002	0.0	0.04532653658308892	0.0	0.0	0.0	0.11094940525581322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06867817042815325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07661985132700573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1352984481206755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1275395207106913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Species_65	0.14048520724056768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13588611536149953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08219310212382072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0746642526978992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19929105223770116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1907473464008323	0.19051530584713103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15239334319886988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12693158352060915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15738106259161705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14301414308714339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Species_70	0.07694764230531917	0.07834416289340002	0.04450330851082562	0.06730435708178573	0.047129705024510936	0.016825245162393934	0.07364323032121435	0.025636307995763094	0.06244852466919933	0.03953070076615012	0.04877174386905836	0.057734045221461125	0.08189529166925572	0.061612920661199555	0.079729047752326	0.012756082186626471	0.05661851722566362	0.05151851588826565	0.016820949903924524	0.08764771577948756	0.05795549462928851	0.05435932211670563	0.05775194539125204	0.019686719031792376	0.06553777471965508	0.05467178957510937	0.020943008667442326	0.05596793964903255	0.06614087061483401	0.07476998216795286	0.02101408912168678	0.05917413630139326	0.058352597429430116	0.06250529232013659	0.05083997924049324	0.05890701229722697	0.06899108553931503	0.03028651519590872	0.06509903210524723	0.06698070985952478	0.06581320130457739	0.05840423177555622	0.0630233773363123	0.06269583603598664	0.0655580403442032	0.030729607172086587	0.02301277833883664	0.05475308862283183	0.01612041201815082	0.023271557042743692	0.04317612045908184	0.06320973833621733	0.01957080988083621	0.05815728039246905	0.060119208184962566	0.03442586825693284	0.025780419241606338	0.026156792066741947	0.06843475705627741	0.015547386871328594	0.05005228578550782	0.05591163756371048	0.06150172643823554	0.059243220393137994	0.08143106399608223	0.05165617806066694	0.050824904455563875	0.0791465963736639	0.0513983967883911	0.04864261565322145	0.016635408312863552	0.05234382282561968	0.01939921968180507	0.05467771115831342	0.046341081176236816	0.05473066783719615	0.050501271763196	0.06308968070979018	0.06352035419260463	0.04841866410402211	0.06696519131243797	0.05271344709500608	0.062034071033803435	0.022385507739806607	0.06863921856462477	0.048745614141917075	0.021450882728104373	0.06896700593754787	0.024010263565565064	0.04725913013386418	0.05669970269587341	0.054238733635397766	0.08178001311568898	0.07711002249845267	0.06339944764813202	0.04366956835502732	0.01933928489233101	0.04599348687493841	0.06122006691550659	0.03981231719041596	0.014173904983198529	0.061929191334173614	0.10046800190565654	0.0491951277147629	0.05126526761337264	0.04974336120148081	0.06224573432953071	0.060043024447144384	0.016493635339469667	0.06512924280744073	0.058871626457463994	0.06582037847167976	0.05057767163066374	0.04492757803519756	0.03965095801227654	0.056509857594847966	0.05169953824452157	0.04618333506402568	0.06372490125278335	0.06478278432017033	0.06080592714369377	0.0636056879991257	0.06068969492188297	0.060126159612028836	0.025269186170719275	0.10198329792882208	0.06601035640291181	0.022583617385768244	0.047855027521265886	0.02092831363761474	0.012562592280985871	0.01916706146038332	0.013428614320548022	0.07928867276219222	0.023432659702394172	0.0517697529431493	0.03047011698021415	0.05038211343684212	0.056341954132677334	0.05256542223294246	0.054770637243127515	0.016003984562414923	0.061119233413358814	0.021569360504029255	0.05408397819498578	0.07338824404784146	0.06788554482157436	0.06103919614996818	0.07259961663290791	0.015221590070552063	0.05179497485066646	0.0666170272375075	0.05636523526325643	0.042800632297795564	0.039408284660303515	0.025651493628528838	0.0757748919101857	0.06022424503830572	0.016024330270801697	0.052761373428475165	0.04356335257752986	0.053141630741085216	0.08026341415362538	0.021784267161099546	0.0440916333221234	0.04737741741811778	0.023096131223408665	0.061259154087959004	0.06675351052445803	0.0451077193395798	0.06109650920211803	0.06075805356261112	0.04410612219707378	0.07285714024774535	0.047472818178692366	0.09007393652188342	0.07517661273678851	0.05555710811658566	0.04295251455892135	0.054987436299488456	0.021186594400280083	0.03178229932625271	0.023086563921446042	0.05798984336142831	0.07041013720530741	0.048713031049939605	0.02174417976953915	0.046523360931583366	0.08847019613819411	0.05329123935628297	0.07673148799653474	0.039885000462457576	0.05754831094966891	0.07107415352087788	0.015263698543809325	0.06621935861653373	0.04767351711791406	0.06474818970981984	0.0595669448057045	0.018496104565978336	0.040451009648388866	0.04031680559244339	0.06872559349935964	0.060665047978702175	0.07160831047483991	0.05979867795610501	0.03798628632451665	0.019134193508076686	0.07061957101663999	0.04368426817546082	0.06502208898797483	0.06479922875932448	0.022936865614537432	0.0286204701906976	0.06234456812174799	0.06017509881542015	0.01877039806818573	0.04723374144097358	0.05435192432992928	0.06514036692264023	0.06601471274360314	0.04900951285004939	0.0461194648835382	0.03893429149620234	0.06785105068032322	0.093108645535057	0.040426053009298184	0.0582952119268989	0.07389843562307288	0.06969595845883844	0.05892355396835995	0.022311164134731772	0.06462348736172417	0.06925785118896463	0.06766270852099046	0.046267173651771035	0.02992550004824433	0.05259616396758512	0.021066841795875233	0.08230328824801976	0.04013397813693134	0.05563095757495981	0.09977059734698464	0.09529488694030493	0.07282212217891626	0.05994458024630234	0.04312431136177783	0.07329262598375971	0.06802981701616789	0.04515322889125267	0.08273564025278232	0.046789027497218465	0.06236266788357296	0.039253150140053074	0.04690765961361326	0.06515269753733181	0.06757570411318141	0.03492873193893866	0.05508679797118895	0.025266326460526536	0.07961638875421623	0.052361568656645784	0.058621455553820534	0.05962518742248928	0.05492766826125022	0.017491192267739774	0.01808167152711812	0.055537071497118805	0.0488622442300898	0.03967632818566792	0.05815865203585117	0.04312073353806038	0.06778540792393344	0.048235395110387144	0.07151372096102308	0.04490364830104838	0.05332101555945284	0.05518149636747422	0.0713485266774727	0.04980351104261412	0.02254864946937041	0.049968077381458954	0.06617927382964801	0.08178856068134795	0.03697967506738472	0.05874546062159162	0.050979395138649825	0.04446900068709983	0.05659962973617381	0.017779832607316276	0.0354490476318441	0.044209020932402955	0.07506487704087673	0.018811209430779904	0.05855733900424262	0.07373084842929487	0.019385450935037643	0.04331252266465654	0.06316571692965577	0.06531778709176837	0.025373748123076915	0.052266829074396386	0.061472757728661384	0.023419301572188814	0.055343298561533166	0.05007888679808005	0.05896004363543154	0.04770326059686538	0.06209336120128835	0.052788157866636765	0.025323981841246665	0.061481480459828826	0.02523776437201853	0.0500677571596447	0.031888505337672124	0.05139153897259881	0.04405935726737114	0.04469393794038466	0.02144199433681698	0.06373405127313281	0.0858647336735539	0.03730676066633081	0.0788800415993288	0.04604254497771172	0.0719161793881016	0.0721305638659679	0.06248751483459231	0.024644926068487425	0.06513402011765365	0.07098695261353814	0.046896117698902076	0.027816578749158997	0.05507291071307476	0.018426537807203654	0.05453181697671952	0.0291544480288449	0.05003914263827546	0.0641486389705732	0.06623333893906541	0.06939450451798872	0.041685791608746296	0.02308160097327631	0.055984413271928574	0.04411628147808682	0.06294636614458049	0.04158169984706728	0.05787660415333419	0.07010527331440265	0.015285919621165057	0.06973003692071328	0.0674179735145403	0.006158596421857817	0.05442889309641793	0.023286811907591354	0.019896969673765384	0.07811958114648443	0.0498188128578238	0.04220370349465135	0.05579509129734167	0.06699816728691456	0.018546782901954835	0.07316803379160616	0.02406265429180103	0.09024346703447976	0.05964363192871378	0.019664536782734228	0.05814468967402756	0.05862798146242246	0.03885801734021796	0.01916817142658772	0.06556127803329694	0.06774548323188877	0.025852179961057355	0.06708518303159804	0.05600746377436005	0.0668352790229617	0.02133759788172078	0.014501707037178313	0.053746593965899	0.054025192560468095	0.05247029275652382	0.054093416230189886	0.0672355888852332	0.019156295761005495	0.07443431808924869	0.01702307904999521	0.06622846026883542	0.022574792132091032	0.05524836975693872	0.04474809694890089	0.05421946188324476	0.05743738210869492	0.05956298032752576	0.020245238436979437	0.06218610127753553	0.0589680918732937	0.047020197310150745	0.06459224317274391	0.026934242461926244	0.08089607864926115	0.05844553610199423	0.07244369969203622	0.060152958268143306	0.05234241266920813	0.02152400742440716	0.04335112550298998	0.032955109862114744	0.04828968661905359	0.02031125153056257	0.06001684240032447	0.05662683218316325	0.05109288877598473	0.056279473006689694	0.051654662224951305	0.07658053550879793	0.06054686531253099	0.050678109909293105	0.024212747062023685	0.07174829690496462	0.021506576646546385	0.07560019984795135	0.024615702981621	0.01958917284374992	0.05454009586308829	0.04758141658232892	0.04700501740981986	0.022048930606986265	0.06016520253237215	0.06218872179100811	0.05605394264561548	0.047665484715839375	0.04437174485978756	0.07046746081381446	0.06995283018026274	0.07603938170361026	0.043402475956079524	0.0820392431912475	0.04284274027913085	0.05698318561969688	0.07230432186706279	0.08942867895580807	0.04580526752417242	0.038044512983552416	0.018979766793647605	0.05804145577776614	0.06292799760061613	0.05196538261017678	0.09084865216546004	0.07270079538905672	0.03429825494523814	0.07700121801885718	0.0510408954613992	0.07238122825240303	0.05092170026270379	0.08308205084072445	0.01826084386460432	0.0477866091297851	0.0598428083392239	0.06122212109330502	0.05852242972633864	0.06019323699376154	0.0518435445305307	0.06195006876738795	0.04149406792405306	0.04737665059581031	0.026403437393661876	0.05403042948425623	0.06624204718257429	0.08961386943078684	0.07306818517195694	0.051651636576196876	0.017358118535299383	0.075969744730818	0.05377199854459918	0.04230498587031414	0.01853389396254546	0.0798249801865365	0.01922802700645984	0.07517510609318741	0.06576427514935324	0.06736070752707016	0.021099687268482766	0.06777393902879932	0.053780017311631886	0.019915860794525574	0.06008815600944453	0.05075568607755789	0.06692044923939205	0.04927621195130931	0.07994152569872691	0.05981151793093945	0.10375620253967889	0.06154423794560837	0.05389898554026175	0.037941006186352	0.07638352927224178	0.01420396722333256	0.02357175199353901	0.06721205864280133	0.028183557985266394
