Species_960	Species_44	-0.462073
Species_960	Species_15	-0.47423
Species_960	Species_72	-0.514196
Species_960	Species_77	-0.540775
Species_960	Species_71	-0.544434
Species_960	Species_26	-0.569175
Species_960	Species_22	-0.573037
Species_960	Species_42	-0.62112
Species_960	Species_56	-0.654874
Species_960	Species_38	-0.687118
Species_960	Species_29	-0.697392
Species_960	Species_27	-0.700948
Species_960	Species_79	-0.712683
Species_960	Species_60	-0.731726
Species_960	Species_95	-0.760174
Species_960	Species_18	-0.775403
Species_960	Species_52	-0.786665
Species_960	Species_67	-0.829679
Species_960	Species_54	-0.831462
Species_960	Species_36	-0.856839
Species_960	Species_64	-0.897704
Species_960	Species_96	-0.952528
Species_960	Species_35	-1.00446
Species_960	Species_57	-1.08323
Species_960	Species_33	-1.10417
Species_960	Species_37	-1.12423
Species_960	Species_5	-1.14169
Species_960	Species_84	-1.14717
Species_960	Species_55	-1.3584
Species_960	Species_34	-1.40405
Species_960	Species_1	-1.50333
Species_960	Species_25	-1.63124
Species_960	Species_86	-1.63666
Species_960	Species_99	-1.6866
Species_960	Species_46	-1.98305
Species_503	Species_54	7.99863
Species_503	Species_89	2.74463
Species_503	Species_91	1.67914
Species_503	Species_76	1.21714
Species_503	Species_30	1.06026
Species_503	Species_0	0.917023
Species_503	Species_38	0.756164
Species_503	Species_10	0.702057
Species_503	Species_90	0.675092
Species_503	Species_74	0.577243
Species_503	Species_97	0.566459
Species_503	Species_15	0.470663
Species_503	Species_94	0.411639
Species_503	Species_37	0.408152
Species_503	Species_62	0.407932
Species_503	Species_87	0.385087
Species_503	Species_69	0.356299
Species_503	Species_1	0.329695
Species_503	Species_36	0.303973
Species_503	Species_42	0.300461
Species_503	Species_26	0.29676
Species_503	Species_60	0.285171
Species_503	Species_33	0.262717
Species_503	Species_56	0.258986
Species_503	Species_25	0.2489
Species_503	Species_53	0.226997
Species_503	Species_43	0.225124
Species_503	Species_9	0.224985
Species_503	Species_71	0.182019
Species_503	Species_46	0.173317
Species_503	Species_39	0.16976
Species_503	Species_44	0.162309
Species_503	Species_47	0.129038
Species_503	Species_61	0.123064
Species_503	Species_13	0.120823
Species_503	Species_99	0.110999
Species_503	Species_92	0.0736848
Species_503	Species_21	0.061853
Species_503	Species_41	0.0251524
Species_503	Species_95	0.00408244
Species_503	Species_7	-0.0201007
Species_503	Species_11	-0.0417425
Species_503	Species_64	-0.0470451
Species_503	Species_83	-0.0516339
Species_503	Species_66	-0.0703874
Species_503	Species_77	-0.0828437
Species_503	Species_80	-0.087495
Species_503	Species_59	-0.0998038
Species_503	Species_79	-0.119441
Species_503	Species_29	-0.122488
Species_503	Species_8	-0.147588
Species_503	Species_78	-0.1578
Species_503	Species_32	-0.158245
Species_503	Species_81	-0.161869
Species_503	Species_22	-0.175407
Species_503	Species_45	-0.176833
Species_503	Species_31	-0.177436
Species_503	Species_17	-0.185197
Species_503	Species_3	-0.229116
Species_503	Species_16	-0.23245
Species_503	Species_20	-0.259203
Species_503	Species_27	-0.260035
Species_503	Species_4	-0.272058
Species_503	Species_57	-0.29429
Species_503	Species_72	-0.295408
Species_503	Species_65	-0.296068
Species_503	Species_63	-0.317309
Species_503	Species_19	-0.320574
Species_503	Species_84	-0.344289
Species_503	Species_50	-0.403518
Species_503	Species_85	-0.410141
Species_503	Species_75	-0.420502
Species_503	Species_23	-0.437756
Species_503	Species_28	-0.439583
Species_503	Species_73	-0.446355
Species_503	Species_67	-0.451014
Species_503	Species_35	-0.47043
Species_503	Species_86	-0.485524
Species_503	Species_58	-0.490874
Species_503	Species_6	-0.494436
Species_503	Species_68	-0.498064
Species_503	Species_40	-0.498625
Species_503	Species_51	-0.503266
Species_503	Species_48	-0.55835
Species_503	Species_14	-0.55888
Species_503	Species_88	-0.611015
Species_503	Species_34	-0.682916
Species_503	Species_70	-0.683178
Species_503	Species_52	-0.715521
Species_503	Species_96	-0.717632
Species_503	Species_98	-0.751894
Species_503	Species_24	-0.755358
Species_503	Species_2	-0.765909
Species_503	Species_12	-0.76782
Species_503	Species_5	-0.792916
Species_503	Species_93	-0.808248
Species_503	Species_49	-0.820594
Species_503	Species_82	-1.08978
Species_503	Species_18	-1.09104
Species_503	Species_55	-1.80818
Species_771	Species_52	7.7728
Species_771	Species_76	2.96321
Species_771	Species_7	2.6006
Species_771	Species_84	1.02913
Species_771	Species_74	0.814042
Species_771	Species_77	0.81358
Species_771	Species_93	0.608843
Species_771	Species_94	0.606622
Species_771	Species_44	0.596261
Species_771	Species_78	0.506111
Species_771	Species_38	0.442318
Species_771	Species_51	0.422459
Species_771	Species_63	0.375067
Species_771	Species_69	0.346559
Species_771	Species_31	0.337389
Species_771	Species_59	0.330804
Species_771	Species_98	0.323859
Species_771	Species_39	0.32295
Species_771	Species_95	0.311881
Species_771	Species_46	0.310193
Species_771	Species_11	0.303617
Species_771	Species_10	0.274027
Species_771	Species_58	0.269197
Species_771	Species_33	0.248609
Species_771	Species_60	0.240012
Species_771	Species_82	0.234959
Species_771	Species_20	0.227666
Species_771	Species_54	0.221574
Species_771	Species_23	0.173675
Species_771	Species_9	0.141498
Species_771	Species_80	0.12509
Species_771	Species_25	0.122725
Species_771	Species_3	0.12156
Species_771	Species_41	0.108926
Species_771	Species_4	0.097756
Species_771	Species_96	0.09555
Species_771	Species_97	0.0464007
Species_771	Species_71	0.0259687
Species_771	Species_47	0.0215262
Species_771	Species_53	-0.0144501
Species_771	Species_85	-0.0217341
Species_771	Species_90	-0.0451043
Species_771	Species_87	-0.051557
Species_771	Species_35	-0.0533262
Species_771	Species_45	-0.0595635
Species_771	Species_29	-0.0661871
Species_771	Species_62	-0.0855044
Species_771	Species_48	-0.088323
Species_771	Species_30	-0.0966518
Species_771	Species_88	-0.106919
Species_771	Species_79	-0.113915
Species_771	Species_5	-0.116361
Species_771	Species_28	-0.119269
Species_771	Species_12	-0.119368
Species_771	Species_55	-0.153221
Species_771	Species_21	-0.178079
Species_771	Species_15	-0.190953
Species_771	Species_42	-0.199522
Species_771	Species_81	-0.199901
Species_771	Species_16	-0.204606
Species_771	Species_6	-0.206898
Species_771	Species_72	-0.208054
Species_771	Species_14	-0.212546
Species_771	Species_99	-0.213993
Species_771	Species_43	-0.215232
Species_771	Species_26	-0.232871
Species_771	Species_40	-0.239875
Species_771	Species_1	-0.282149
Species_771	Species_2	-0.293605
Species_771	Species_22	-0.29769
Species_771	Species_70	-0.297816
Species_771	Species_19	-0.30684
Species_771	Species_34	-0.346013
Species_771	Species_75	-0.353356
Species_771	Species_57	-0.384793
Species_771	Species_64	-0.419596
Species_771	Species_50	-0.434388
Species_771	Species_61	-0.437929
Species_771	Species_32	-0.442
Species_771	Species_49	-0.526808
Species_771	Species_68	-0.528142
Species_771	Species_66	-0.556675
Species_771	Species_86	-0.594975
Species_771	Species_56	-0.615602
Species_771	Species_91	-0.62228
Species_771	Species_73	-0.634258
Species_771	Species_89	-0.665846
Species_771	Species_65	-0.711087
Species_771	Species_36	-0.742113
Species_771	Species_18	-0.749885
Species_771	Species_92	-0.75882
Species_771	Species_0	-0.759009
Species_771	Species_24	-0.764044
Species_771	Species_67	-0.80177
Species_771	Species_37	-0.816897
Species_771	Species_27	-0.937471
Species_771	Species_8	-0.941267
Species_771	Species_13	-0.998754
Species_771	Species_17	-1.32441
Species_771	Species_83	-1.77475
Species_560	Species_76	8.36028
Species_560	Species_52	2.64759
Species_560	Species_83	1.93111
Species_560	Species_91	0.751498
Species_560	Species_18	0.698589
Species_560	Species_23	0.47948
Species_560	Species_73	0.476074
Species_560	Species_68	0.467802
Species_560	Species_27	0.45135
Species_560	Species_85	0.431332
Species_560	Species_64	0.37226
Species_560	Species_1	0.369639
Species_560	Species_89	0.31935
Species_560	Species_2	0.313931
Species_560	Species_38	0.309989
Species_560	Species_90	0.298141
Species_560	Species_30	0.280655
Species_560	Species_87	0.274874
Species_560	Species_22	0.221446
Species_560	Species_24	0.219398
Species_560	Species_13	0.207901
Species_560	Species_36	0.183106
Species_560	Species_58	0.175509
Species_560	Species_51	0.136079
Species_560	Species_37	0.134406
Species_560	Species_10	0.12455
Species_560	Species_4	0.104558
Species_560	Species_8	0.100481
Species_560	Species_99	0.0874121
Species_560	Species_66	0.0857859
Species_560	Species_3	0.0841559
Species_560	Species_31	0.0650076
Species_560	Species_59	0.0609201
Species_560	Species_17	0.0587694
Species_560	Species_39	0.0553545
Species_560	Species_9	0.0542089
Species_560	Species_88	0.0469204
Species_560	Species_62	0.0243858
Species_560	Species_86	0.0107397
Species_560	Species_72	0.00777654
Species_560	Species_65	0.000336378
Species_560	Species_71	-0.0108527
Species_560	Species_67	-0.0243262
Species_560	Species_81	-0.0246558
Species_560	Species_15	-0.0575313
Species_560	Species_97	-0.0580752
Species_560	Species_12	-0.0830059
Species_560	Species_60	-0.0873221
Species_560	Species_55	-0.0883954
Species_560	Species_49	-0.0935338
Species_560	Species_56	-0.133631
Species_560	Species_53	-0.136326
Species_560	Species_35	-0.142846
Species_560	Species_78	-0.158808
Species_560	Species_80	-0.163387
Species_560	Species_69	-0.172949
Species_560	Species_82	-0.177756
Species_560	Species_19	-0.184162
Species_560	Species_29	-0.195595
Species_560	Species_77	-0.20012
Species_560	Species_25	-0.200714
Species_560	Species_5	-0.22521
Species_560	Species_43	-0.236537
Species_560	Species_47	-0.246537
Species_560	Species_50	-0.250978
Species_560	Species_11	-0.265104
Species_560	Species_0	-0.269342
Species_560	Species_40	-0.276355
Species_560	Species_41	-0.280608
Species_560	Species_61	-0.283572
Species_560	Species_96	-0.307622
Species_560	Species_98	-0.308363
Species_560	Species_20	-0.31601
Species_560	Species_16	-0.326496
Species_560	Species_92	-0.332701
Species_560	Species_79	-0.343158
Species_560	Species_95	-0.357449
Species_560	Species_21	-0.358353
Species_560	Species_6	-0.362738
Species_560	Species_70	-0.368307
Species_560	Species_54	-0.389361
Species_560	Species_75	-0.389434
Species_560	Species_84	-0.392755
Species_560	Species_63	-0.400042
Species_560	Species_26	-0.419098
Species_560	Species_42	-0.421108
Species_560	Species_34	-0.434682
Species_560	Species_46	-0.435696
Species_560	Species_32	-0.466708
Species_560	Species_14	-0.468562
Species_560	Species_45	-0.533488
Species_560	Species_57	-0.571608
Species_560	Species_28	-0.57884
Species_560	Species_48	-0.594381
Species_560	Species_93	-0.647056
Species_560	Species_74	-0.649646
Species_560	Species_94	-0.8081
Species_560	Species_33	-1.08765
Species_560	Species_44	-1.37359
Species_560	Species_7	-2.31192
Species_841	Species_50	3.7921
Species_841	Species_70	2.47869
Species_841	Species_48	2.28498
Species_841	Species_28	2.26729
Species_841	Species_67	2.19651
Species_841	Species_75	2.15166
Species_841	Species_6	2.10626
Species_841	Species_14	2.02369
Species_841	Species_40	1.85963
Species_841	Species_21	1.68326
Species_841	Species_46	1.64347
Species_841	Species_73	1.31677
Species_841	Species_91	1.17433
Species_841	Species_39	0.939391
Species_841	Species_5	0.844937
Species_841	Species_69	0.737126
Species_841	Species_90	0.706866
Species_841	Species_72	0.661372
Species_841	Species_83	0.656925
Species_841	Species_44	0.64695
Species_841	Species_92	0.596594
Species_841	Species_59	0.56328
Species_841	Species_74	0.558798
Species_841	Species_57	0.490905
Species_841	Species_33	0.465929
Species_841	Species_89	0.449798
Species_841	Species_10	0.377358
Species_841	Species_7	0.3363
Species_841	Species_49	0.327093
Species_841	Species_30	0.26826
Species_841	Species_76	0.254935
Species_841	Species_31	0.202877
Species_841	Species_94	0.201193
Species_841	Species_87	0.199983
Species_841	Species_88	0.00860065
Species_841	Species_35	-0.0164813
Species_841	Species_61	-0.033562
Species_841	Species_1	-0.0339789
Species_841	Species_82	-0.0386273
Species_841	Species_64	-0.0561989
Species_841	Species_58	-0.0583082
Species_841	Species_4	-0.0641275
Species_841	Species_65	-0.0645467
Species_841	Species_16	-0.0699995
Species_841	Species_78	-0.0773939
Species_841	Species_71	-0.0797911
Species_841	Species_99	-0.118858
Species_841	Species_29	-0.231536
Species_841	Species_86	-0.233354
Species_841	Species_63	-0.237206
Species_841	Species_0	-0.264182
Species_841	Species_12	-0.285084
Species_841	Species_54	-0.307885
Species_841	Species_20	-0.316367
Species_841	Species_23	-0.351396
Species_841	Species_8	-0.3547
Species_841	Species_97	-0.372748
Species_841	Species_81	-0.387972
Species_841	Species_18	-0.394458
Species_841	Species_15	-0.400053
Species_841	Species_80	-0.404851
Species_841	Species_56	-0.419062
Species_841	Species_60	-0.427509
Species_841	Species_38	-0.449352
Species_841	Species_3	-0.519717
Species_841	Species_84	-0.527814
Species_841	Species_96	-0.528127
Species_841	Species_26	-0.569222
Species_841	Species_2	-0.579513
Species_841	Species_25	-0.586391
Species_841	Species_41	-0.600411
Species_841	Species_95	-0.612862
Species_841	Species_77	-0.613599
Species_841	Species_47	-0.617798
Species_841	Species_19	-0.630531
Species_841	Species_85	-0.631641
Species_841	Species_51	-0.646304
Species_841	Species_43	-0.683957
Species_841	Species_45	-0.700196
Species_841	Species_68	-0.711545
Species_841	Species_55	-0.721369
Species_841	Species_34	-0.748419
Species_841	Species_17	-0.765196
Species_841	Species_13	-0.777967
Species_841	Species_9	-0.81682
Species_841	Species_98	-0.817904
Species_841	Species_93	-0.832333
Species_841	Species_22	-0.834903
Species_841	Species_37	-1.02445
Species_841	Species_42	-1.04428
Species_841	Species_11	-1.08621
Species_841	Species_79	-1.08737
Species_841	Species_36	-1.12997
Species_841	Species_66	-1.19915
Species_841	Species_62	-1.28443
Species_841	Species_52	-1.30711
Species_841	Species_24	-1.31477
Species_841	Species_53	-1.41065
Species_841	Species_32	-1.41368
Species_841	Species_27	-1.54791
Species_376	Species_21	6.2607
Species_376	Species_92	6.12966
Species_376	Species_27	0.847286
Species_376	Species_36	0.753655
Species_376	Species_30	0.722481
Species_376	Species_47	0.699553
Species_376	Species_68	0.626627
Species_376	Species_24	0.593175
Species_376	Species_29	0.566275
Species_376	Species_93	0.518411
Species_376	Species_5	0.479961
Species_376	Species_52	0.471783
Species_376	Species_8	0.420965
Species_376	Species_15	0.408633
Species_376	Species_43	0.406587
Species_376	Species_96	0.404588
Species_376	Species_81	0.399505
Species_376	Species_9	0.382135
Species_376	Species_13	0.377146
Species_376	Species_7	0.330895
Species_376	Species_2	0.318697
Species_376	Species_16	0.260048
Species_376	Species_26	0.248154
Species_376	Species_1	0.23924
Species_376	Species_23	0.225056
Species_376	Species_33	0.200677
Species_376	Species_60	0.188449
Species_376	Species_69	0.171319
Species_376	Species_84	0.152336
Species_376	Species_32	0.142811
Species_376	Species_41	0.139706
Species_376	Species_18	0.110004
Species_376	Species_10	0.109656
Species_376	Species_22	0.0933179
Species_376	Species_80	0.0694627
Species_376	Species_76	0.0236316
Species_376	Species_61	0.0209183
Species_376	Species_95	0.0195337
Species_376	Species_98	0.00333131
Species_376	Species_46	-0.00248202
Species_376	Species_88	-0.00664432
Species_376	Species_66	-0.00871943
Species_376	Species_20	-0.0419724
Species_376	Species_82	-0.0502976
Species_376	Species_94	-0.0738094
Species_376	Species_79	-0.0873967
Species_376	Species_91	-0.107735
Species_376	Species_63	-0.111725
Species_376	Species_64	-0.128022
Species_376	Species_39	-0.128503
Species_376	Species_62	-0.134126
Species_376	Species_77	-0.153493
Species_376	Species_49	-0.15601
Species_376	Species_4	-0.159529
Species_376	Species_71	-0.165894
Species_376	Species_90	-0.167428
Species_376	Species_65	-0.176489
Species_376	Species_51	-0.20116
Species_376	Species_85	-0.206991
Species_376	Species_83	-0.218629
Species_376	Species_11	-0.219547
Species_376	Species_86	-0.222934
Species_376	Species_50	-0.227441
Species_376	Species_97	-0.228537
Species_376	Species_19	-0.228975
Species_376	Species_89	-0.249463
Species_376	Species_44	-0.255007
Species_376	Species_38	-0.283988
Species_376	Species_58	-0.292581
Species_376	Species_3	-0.303274
Species_376	Species_14	-0.305982
Species_376	Species_56	-0.333405
Species_376	Species_59	-0.338902
Species_376	Species_74	-0.354005
Species_376	Species_17	-0.40043
Species_376	Species_70	-0.401037
Species_376	Species_53	-0.409159
Species_376	Species_48	-0.415906
Species_376	Species_12	-0.450722
Species_376	Species_25	-0.461615
Species_376	Species_6	-0.465448
Species_376	Species_55	-0.496994
Species_376	Species_40	-0.503809
Species_376	Species_99	-0.506576
Species_376	Species_78	-0.516528
Species_376	Species_75	-0.518245
Species_376	Species_73	-0.524652
Species_376	Species_31	-0.543301
Species_376	Species_0	-0.74006
Species_376	Species_67	-0.752511
Species_376	Species_28	-0.771071
Species_376	Species_37	-0.783651
Species_376	Species_87	-0.870231
Species_376	Species_42	-0.902856
Species_376	Species_72	-0.941234
Species_376	Species_45	-0.942585
Species_376	Species_35	-0.94449
Species_376	Species_34	-1.27989
Species_376	Species_54	-1.31306
Species_376	Species_57	-1.34921
Species_154	Species_92	6.72564
Species_154	Species_21	5.7294
Species_154	Species_27	0.908836
Species_154	Species_23	0.807329
Species_154	Species_82	0.692695
Species_154	Species_36	0.63562
Species_154	Species_79	0.546954
Species_154	Species_25	0.526593
Species_154	Species_41	0.512436
Species_154	Species_62	0.511013
Species_154	Species_29	0.479049
Species_154	Species_16	0.46886
Species_154	Species_18	0.461486
Species_154	Species_83	0.457067
Species_154	Species_63	0.416049
Species_154	Species_24	0.41334
Species_154	Species_9	0.398931
Species_154	Species_89	0.380358
Species_154	Species_84	0.379982
Species_154	Species_65	0.340437
Species_154	Species_93	0.317998
Species_154	Species_72	0.282771
Species_154	Species_3	0.27203
Species_154	Species_76	0.267164
Species_154	Species_54	0.245808
Species_154	Species_8	0.217151
Species_154	Species_49	0.202601
Species_154	Species_46	0.197594
Species_154	Species_43	0.168957
Species_154	Species_4	0.144891
Species_154	Species_10	0.12948
Species_154	Species_95	0.110428
Species_154	Species_64	0.0974591
Species_154	Species_78	0.0522091
Species_154	Species_7	0.0403345
Species_154	Species_98	0.0243202
Species_154	Species_38	0.0146597
Species_154	Species_86	0.0104756
Species_154	Species_15	-0.00842339
Species_154	Species_11	-0.0107098
Species_154	Species_87	-0.0194538
Species_154	Species_1	-0.025354
Species_154	Species_60	-0.0393318
Species_154	Species_33	-0.0577276
Species_154	Species_71	-0.0792288
Species_154	Species_81	-0.0969795
Species_154	Species_74	-0.120839
Species_154	Species_32	-0.125342
Species_154	Species_53	-0.128308
Species_154	Species_99	-0.13633
Species_154	Species_85	-0.141451
Species_154	Species_13	-0.1478
Species_154	Species_69	-0.15359
Species_154	Species_77	-0.155772
Species_154	Species_73	-0.17162
Species_154	Species_37	-0.179283
Species_154	Species_5	-0.179766
Species_154	Species_42	-0.192747
Species_154	Species_26	-0.196926
Species_154	Species_0	-0.202527
Species_154	Species_17	-0.21081
Species_154	Species_68	-0.213979
Species_154	Species_52	-0.215766
Species_154	Species_55	-0.23096
Species_154	Species_90	-0.23168
Species_154	Species_28	-0.236426
Species_154	Species_31	-0.265984
Species_154	Species_19	-0.272356
Species_154	Species_67	-0.321692
Species_154	Species_47	-0.331597
Species_154	Species_61	-0.388258
Species_154	Species_58	-0.403341
Species_154	Species_30	-0.409078
Species_154	Species_97	-0.421138
Species_154	Species_22	-0.445464
Species_154	Species_70	-0.447348
Species_154	Species_96	-0.455698
Species_154	Species_40	-0.458241
Species_154	Species_75	-0.461407
Species_154	Species_2	-0.477967
Species_154	Species_34	-0.49178
Species_154	Species_14	-0.523292
Species_154	Species_94	-0.532724
Species_154	Species_20	-0.573158
Species_154	Species_66	-0.61305
Species_154	Species_6	-0.638189
Species_154	Species_35	-0.647374
Species_154	Species_91	-0.662622
Species_154	Species_44	-0.709854
Species_154	Species_59	-0.7435
Species_154	Species_56	-0.754138
Species_154	Species_88	-0.767297
Species_154	Species_50	-0.775534
Species_154	Species_48	-0.811815
Species_154	Species_39	-0.835224
Species_154	Species_45	-0.836664
Species_154	Species_12	-0.900663
Species_154	Species_80	-0.960062
Species_154	Species_51	-1.09704
Species_154	Species_57	-1.24574
Species_845	Species_6	2.573
Species_845	Species_28	2.36104
Species_845	Species_48	2.2472
Species_845	Species_75	2.13746
Species_845	Species_87	2.13075
Species_845	Species_40	2.08436
Species_845	Species_50	1.96571
Species_845	Species_70	1.87391
Species_845	Species_14	1.80134
Species_845	Species_63	1.65355
Species_845	Species_62	1.60206
Species_845	Species_55	1.50647
Species_845	Species_9	1.24093
Species_845	Species_73	1.19456
Species_845	Species_27	1.09237
Species_845	Species_1	1.08882
Species_845	Species_39	0.935424
Species_845	Species_25	0.908115
Species_845	Species_42	0.897721
Species_845	Species_83	0.854939
Species_845	Species_41	0.824279
Species_845	Species_30	0.788169
Species_845	Species_37	0.60666
Species_845	Species_44	0.555776
Species_845	Species_36	0.514287
Species_845	Species_5	0.507539
Species_845	Species_11	0.501376
Species_845	Species_60	0.428711
Species_845	Species_43	0.321274
Species_845	Species_90	0.264668
Species_845	Species_74	0.216039
Species_845	Species_33	0.21391
Species_845	Species_46	0.194582
Species_845	Species_16	0.1791
Species_845	Species_99	0.132589
Species_845	Species_92	0.112422
Species_845	Species_68	0.106112
Species_845	Species_69	0.0887642
Species_845	Species_15	0.0823817
Species_845	Species_81	0.07691
Species_845	Species_35	0.0742239
Species_845	Species_82	0.0728324
Species_845	Species_95	0.000771003
Species_845	Species_53	-0.0390582
Species_845	Species_64	-0.0768834
Species_845	Species_10	-0.0954914
Species_845	Species_78	-0.104036
Species_845	Species_72	-0.125705
Species_845	Species_31	-0.132771
Species_845	Species_79	-0.172141
Species_845	Species_4	-0.191954
Species_845	Species_26	-0.212225
Species_845	Species_61	-0.222592
Species_845	Species_0	-0.249331
Species_845	Species_24	-0.268959
Species_845	Species_59	-0.303488
Species_845	Species_29	-0.316343
Species_845	Species_67	-0.341639
Species_845	Species_93	-0.351544
Species_845	Species_38	-0.364154
Species_845	Species_7	-0.388088
Species_845	Species_17	-0.389603
Species_845	Species_51	-0.401873
Species_845	Species_12	-0.416375
Species_845	Species_57	-0.419158
Species_845	Species_8	-0.512763
Species_845	Species_3	-0.576909
Species_845	Species_91	-0.58122
Species_845	Species_71	-0.583977
Species_845	Species_88	-0.60782
Species_845	Species_65	-0.629816
Species_845	Species_52	-0.632462
Species_845	Species_19	-0.634989
Species_845	Species_21	-0.67845
Species_845	Species_80	-0.679235
Species_845	Species_98	-0.684541
Species_845	Species_89	-0.704085
Species_845	Species_20	-0.704171
Species_845	Species_13	-0.719085
Species_845	Species_96	-0.772294
Species_845	Species_66	-0.7736
Species_845	Species_22	-0.836235
Species_845	Species_77	-0.862221
Species_845	Species_56	-0.899031
Species_845	Species_97	-0.917023
Species_845	Species_85	-0.980715
Species_845	Species_58	-0.990964
Species_845	Species_54	-1.00734
Species_845	Species_86	-1.02332
Species_845	Species_49	-1.09207
Species_845	Species_76	-1.15813
Species_845	Species_2	-1.18197
Species_845	Species_32	-1.20189
Species_845	Species_45	-1.29255
Species_845	Species_18	-1.33249
Species_845	Species_94	-1.39769
Species_845	Species_23	-1.40858
Species_845	Species_47	-1.68864
Species_845	Species_34	-1.73811
Species_845	Species_84	-1.94528
Species_1043	Species_6	2.91319
Species_1043	Species_80	2.47626
Species_1043	Species_81	1.99213
Species_1043	Species_65	1.80697
Species_1043	Species_69	1.77918
Species_1043	Species_77	1.74334
Species_1043	Species_11	1.68624
Species_1043	Species_72	1.66946
Species_1043	Species_37	1.43254
Species_1043	Species_86	1.33001
Species_1043	Species_87	1.31325
Species_1043	Species_1	1.30108
Species_1043	Species_46	1.21872
Species_1043	Species_27	1.20316
Species_1043	Species_71	1.19753
Species_1043	Species_64	1.10138
Species_1043	Species_58	1.03123
Species_1043	Species_0	1.02572
Species_1043	Species_56	1.00487
Species_1043	Species_62	0.976497
Species_1043	Species_57	0.896603
Species_1043	Species_82	0.79185
Species_1043	Species_18	0.77792
Species_1043	Species_74	0.681155
Species_1043	Species_59	0.659741
Species_1043	Species_7	0.656661
Species_1043	Species_22	0.655369
Species_1043	Species_68	0.567589
Species_1043	Species_53	0.377697
Species_1043	Species_61	0.374305
Species_1043	Species_44	0.35494
Species_1043	Species_88	0.354724
Species_1043	Species_99	0.288257
Species_1043	Species_92	0.282753
Species_1043	Species_10	0.281463
Species_1043	Species_95	0.235941
Species_1043	Species_84	0.23313
Species_1043	Species_3	0.199855
Species_1043	Species_9	0.180077
Species_1043	Species_2	0.176311
Species_1043	Species_29	0.164311
Species_1043	Species_5	0.155457
Species_1043	Species_43	0.104696
Species_1043	Species_96	0.0304918
Species_1043	Species_94	0.0235615
Species_1043	Species_8	-0.0518538
Species_1043	Species_52	-0.0630796
Species_1043	Species_35	-0.0895423
Species_1043	Species_16	-0.120198
Species_1043	Species_32	-0.124126
Species_1043	Species_25	-0.132193
Species_1043	Species_83	-0.148991
Species_1043	Species_78	-0.157259
Species_1043	Species_89	-0.180331
Species_1043	Species_73	-0.278543
Species_1043	Species_54	-0.278671
Species_1043	Species_39	-0.324356
Species_1043	Species_21	-0.350696
Species_1043	Species_17	-0.362277
Species_1043	Species_79	-0.368652
Species_1043	Species_28	-0.369603
Species_1043	Species_70	-0.386896
Species_1043	Species_90	-0.430296
Species_1043	Species_20	-0.437213
Species_1043	Species_85	-0.438071
Species_1043	Species_75	-0.453776
Species_1043	Species_48	-0.459413
Species_1043	Species_50	-0.463961
Species_1043	Species_33	-0.473179
Species_1043	Species_14	-0.483657
Species_1043	Species_19	-0.498281
Species_1043	Species_40	-0.500301
Species_1043	Species_93	-0.515331
Species_1043	Species_66	-0.604898
Species_1043	Species_51	-0.62724
Species_1043	Species_38	-0.702576
Species_1043	Species_15	-0.71319
Species_1043	Species_26	-0.82352
Species_1043	Species_30	-0.832403
Species_1043	Species_42	-0.842259
Species_1043	Species_36	-0.858473
Species_1043	Species_4	-0.888174
Species_1043	Species_55	-0.916298
Species_1043	Species_31	-0.925319
Species_1043	Species_47	-0.936348
